name,gender,stream,10th_percentage,12th_percentage,numerical_ability,verbal_reasoning,logical_thinking,spatial_awareness,problem_solving,openness,conscientiousness,extraversion,agreeableness,neuroticism,career_1,career_1_score,career_1_courses,career_2,career_2_score,career_3,career_3_score
Jagrati Badal,Male,Science(PCM),61,84,73,100,87,63,51,2.38,2.76,2.3,2.58,3.22,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9701,Automobile Engineer,0.9701
Mekhala Murty,Female,Science(PCM),93,97,65,89,40,90,37,2.26,3.49,2.15,2.44,2.42,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9493,Automobile Engineer,0.9493
Anay Choudhury,Female,Science(PCM),92,76,100,53,61,89,95,2.13,2.61,1.91,2.95,2.21,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9354,Automobile Engineer,0.9354
Zaid Singh,Male,Science(PCB),94,87,80,86,97,41,65,2.26,3.44,2.5,3.11,2.91,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9226,Geneticist,0.9226
Zayan Sabharwal,Female,Science(PCB),69,71,45,64,44,32,54,2.2,3.37,2.36,3.49,2.13,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Ojas Mitter,Female,Science(PCM),98,96,59,99,100,31,79,3.27,2.36,2.43,3.0,2.15,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9297,Automobile Engineer,0.9297
Krisha Swaminathan,Male,Commerce,61,86,100,80,86,75,77,3.19,3.35,2.29,3.1,2.58,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9588,Economist,0.9588
Aadi Halder,Female,Science(PCB),60,61,49,100,32,83,96,2.17,3.39,2.85,2.31,3.05,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Zilmil Upadhyay,Female,Science(PCB),89,80,100,94,77,40,100,2.82,2.41,2.69,2.23,3.32,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Warhi Raj,Female,Science(PCB),83,97,30,77,52,86,44,1.92,2.15,1.99,3.05,2.23,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9939,Geneticist,0.9939
Logan Pandey,Male,Humanities/Arts,60,88,82,100,98,67,80,2.43,2.7,2.69,2.4,3.4,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9894,Historian,0.9894
Nachiket Setty,Female,Humanities/Arts,64,94,48,73,74,94,91,3.1,3.25,2.74,3.09,3.36,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9353,Historian,0.9353
Anay Hegde,Male,Science(PCB),87,84,30,78,38,88,46,2.62,3.2,3.44,2.52,2.73,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Brijesh Memon,Male,Science(PCM),65,88,47,51,85,82,69,2.52,2.8,2.84,2.02,2.32,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9675,Automobile Engineer,0.9675
Gaurangi Bali,Male,Commerce,82,71,49,70,34,95,46,2.77,4.61,2.88,2.21,2.77,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9899,Economist,0.9899
Gaurika Chowdhury,Male,Science(PCB),77,64,81,53,48,98,70,3.33,3.21,2.34,2.53,2.91,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Anita Shere,Female,Science(PCB),78,69,68,99,92,31,94,3.42,2.45,3.35,3.23,3.0,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Yagnesh Zacharia,Female,Humanities/Arts,87,95,40,50,63,30,41,3.4,1.92,2.11,3.37,3.15,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9643,Historian,0.9643
Lucky Chauhan,Female,Science(PCB),78,66,99,73,32,49,46,2.44,2.73,3.13,2.27,2.38,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Urvashi Kaul,Male,Science(PCB),84,88,41,63,49,84,45,2.36,2.27,2.0,2.34,2.12,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Lekha Mukhopadhyay,Female,Science(PCB),97,85,60,67,66,98,89,2.16,2.5,3.32,2.31,3.04,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9749,Geneticist,0.9749
Rajeshri Sengupta,Male,Humanities/Arts,68,68,81,93,71,56,70,2.86,3.06,2.83,3.27,2.75,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.925,Historian,0.925
Eta Warrior,Male,Commerce,81,70,90,83,68,54,63,3.09,2.92,3.14,2.13,2.46,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Xalak Bajwa,Male,Science(PCM),66,70,52,53,62,85,40,3.08,1.99,1.95,3.11,2.14,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Anay Bir,Male,Humanities/Arts,86,61,83,100,73,81,49,2.16,3.2,2.45,2.83,3.08,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.983,Historian,0.983
Kashish Koshy,Male,Science(PCB),83,73,86,98,86,90,67,3.34,3.15,2.99,2.08,3.07,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Harrison Sabharwal,Female,Science(PCM),60,86,66,85,74,44,95,2.42,2.22,3.45,2.31,3.03,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9894,Automobile Engineer,0.9894
Udyati Venkatesh,Female,Science(PCB),62,70,63,69,62,40,92,2.99,2.54,2.76,2.15,3.04,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Indira Kumer,Female,Commerce,98,95,99,68,47,62,88,3.46,2.84,2.71,2.67,2.78,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Ria Choudhry,Female,Science(PCM),96,88,97,64,76,58,92,2.62,2.42,3.0,3.16,3.19,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.97,Automobile Engineer,0.97
Dalbir Halder,Female,Commerce,70,83,61,74,45,47,49,2.5,2.27,2.6,3.21,2.74,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Ayaan Kunda,Female,Commerce,71,95,67,54,61,88,69,3.25,2.05,2.61,2.52,2.24,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Praneel Kothari,Male,Science(PCM),77,95,63,38,100,96,89,3.76,3.45,2.51,2.48,2.18,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.8702,Automobile Engineer,0.8702
Hemani Iyengar,Male,Science(PCM),62,70,93,91,98,70,97,2.22,2.67,2.9,2.34,2.05,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Aahana Mital,Female,Science(PCM),83,65,92,35,80,78,97,2.51,3.27,2.31,2.27,2.03,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Rachana Kashyap,Male,Humanities/Arts,87,66,89,100,57,79,76,3.91,4.22,3.73,3.42,2.75,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.8254,Historian,0.8254
Chasmum Mander,Female,Science(PCM),81,62,100,97,75,73,35,2.5,2.89,2.12,2.91,3.09,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Kashvi Anne,Female,Science(PCM),90,62,100,37,63,30,59,3.37,2.16,2.11,2.11,2.74,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Chandresh Nadig,Male,Commerce,87,71,45,83,96,39,95,2.11,3.45,3.2,2.67,2.85,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9512,Economist,0.9512
Darika Sachar,Male,Humanities/Arts,98,66,69,92,33,87,34,3.15,3.21,2.57,3.19,2.85,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9541,Historian,0.9541
Isha Mittal,Male,Science(PCM),65,85,99,41,46,87,37,2.0,3.03,1.99,2.77,2.67,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9527,Automobile Engineer,0.9527
Mitesh Hora,Female,Science(PCB),68,75,31,62,69,64,97,1.95,2.63,3.34,2.2,2.7,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Pushti Bath,Male,Science(PCB),78,76,89,100,48,82,93,3.44,2.76,2.31,2.11,2.52,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Shaurya Chaudhry,Female,Science(PCB),94,78,38,66,49,56,71,2.19,2.84,2.88,2.33,2.26,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Wriddhish Padmanabhan,Male,Science(PCB),95,79,35,100,40,40,66,2.78,2.37,3.45,3.0,2.78,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Darsh Purohit,Female,Commerce,76,78,60,40,42,84,41,2.16,4.2,2.36,3.21,2.77,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9488,Economist,0.9488
Barkha Babu,Male,Commerce,96,86,58,49,36,79,37,2.76,2.96,2.95,3.16,2.65,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Shaurya Mahajan,Male,Commerce,67,83,100,36,49,58,36,3.25,3.44,3.06,3.44,1.94,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9403,Economist,0.9403
Max Sahota,Female,Science(PCM),83,67,72,65,44,97,53,3.11,2.13,3.2,2.39,2.38,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Samar Saxena,Female,Humanities/Arts,74,97,91,62,36,37,78,2.36,3.06,2.66,2.03,2.77,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Ekbal Ram,Male,Science(PCM),80,96,56,71,100,45,69,2.61,2.14,2.59,2.94,3.35,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9822,Automobile Engineer,0.9822
Dalaja Char,Male,Humanities/Arts,73,90,53,96,47,72,84,2.58,2.18,2.04,3.25,2.47,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9874,Historian,0.9874
Kabir Patla,Male,Commerce,68,83,79,81,70,94,55,2.81,3.35,2.12,2.08,2.99,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Pallavi Misra,Female,Science(PCM),96,69,49,88,44,65,100,2.15,3.33,2.95,2.51,2.75,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Chameli Bandi,Male,Science(PCB),84,91,98,50,63,82,45,1.96,2.4,2.78,2.9,3.19,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Ikshita Sha,Female,Science(PCB),81,66,46,69,59,83,95,3.23,3.78,3.05,3.21,3.37,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Isaac Thaman,Female,Humanities/Arts,62,87,93,69,37,97,94,2.21,2.81,3.02,3.33,3.15,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9773,Historian,0.9773
Mekhala Dhillon,Female,Science(PCM),76,84,56,96,92,92,48,2.33,2.88,2.12,3.3,3.24,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9543,Automobile Engineer,0.9543
Balendra Sehgal,Male,Commerce,71,73,66,40,87,34,91,2.84,2.68,2.05,3.02,2.74,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9902,Economist,0.9902
Odika Walia,Female,Humanities/Arts,72,81,99,84,39,45,33,1.97,2.76,3.08,2.35,3.3,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Meghana Aurora,Female,Science(PCM),82,83,91,58,81,80,66,3.21,1.95,2.2,3.21,2.37,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9264,Automobile Engineer,0.9264
Urvi Raghavan,Male,Commerce,82,71,100,55,88,94,70,2.58,3.33,1.97,3.42,2.74,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9741,Economist,0.9741
Harshil Jha,Female,Humanities/Arts,71,89,50,100,48,83,89,3.1,3.1,1.92,1.95,3.32,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9684,Historian,0.9684
Atharv Banerjee,Female,Commerce,87,82,60,99,50,61,88,3.47,3.29,2.88,2.58,2.18,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9865,Economist,0.9865
Rohan Prashad,Female,Commerce,95,70,86,76,73,32,93,2.48,2.64,2.07,2.37,2.99,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Tarak Saxena,Male,Commerce,79,90,100,75,90,48,39,2.94,2.81,2.88,3.34,3.35,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9739,Economist,0.9739
Samaksh Hora,Female,Science(PCB),70,81,92,100,98,74,72,2.93,1.92,2.38,2.48,2.24,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Waida Natt,Female,Humanities/Arts,89,74,77,57,53,54,85,2.15,3.35,3.39,2.78,2.2,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9327,Historian,0.9327
Turvi Agate,Male,Commerce,69,79,76,89,53,99,94,1.93,2.1,2.87,1.92,2.37,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Bhavna Garde,Male,Commerce,81,84,100,59,50,79,44,1.93,3.41,2.75,3.19,2.97,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9485,Economist,0.9485
Manthan Sura,Female,Commerce,86,91,100,97,84,32,81,2.53,1.91,2.68,1.94,3.26,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9969,Economist,0.9969
Tarak Desai,Female,Science(PCM),84,65,72,68,100,74,67,2.77,2.22,2.45,2.79,2.35,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Mahika Deep,Male,Humanities/Arts,85,65,74,65,69,65,49,3.33,1.94,2.16,2.77,3.04,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Deepa Pal,Female,Science(PCB),81,88,58,52,69,62,88,2.0,2.23,2.08,2.0,3.01,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Mitesh Gera,Male,Commerce,85,78,69,56,75,62,98,2.51,2.37,1.95,3.22,2.28,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Darika Bir,Male,Science(PCB),61,80,64,51,51,84,100,2.39,2.36,2.7,2.92,2.65,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Azaan Bobal,Male,Commerce,75,74,100,81,47,83,84,3.15,3.11,2.54,3.02,2.39,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9811,Economist,0.9811
Tanvi Purohit,Male,Science(PCB),74,61,65,73,38,64,82,3.14,2.19,2.51,3.28,2.24,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Xavier Sandhu,Male,Commerce,63,95,100,30,96,83,62,2.7,2.88,2.35,3.44,3.19,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.993,Economist,0.993
Bimala Rau,Male,Science(PCM),98,90,72,70,47,55,66,3.33,2.84,3.19,3.25,2.79,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9492,Automobile Engineer,0.9492
Sara Kalla,Female,Commerce,60,73,100,33,35,49,76,2.37,2.39,3.07,3.29,1.93,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9793,Economist,0.9793
Oliver Ganesh,Female,Science(PCB),78,67,41,100,57,100,79,2.32,2.29,2.1,3.34,2.79,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Shivansh Oommen,Male,Humanities/Arts,89,80,93,100,74,52,94,2.65,3.08,2.45,3.3,3.21,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9348,Historian,0.9348
Kamala Nath,Female,Commerce,80,77,57,69,56,31,72,3.45,3.34,3.3,2.97,2.49,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.968,Economist,0.968
Mahika Narayanan,Male,Science(PCM),92,97,56,66,100,100,67,3.21,3.07,2.06,2.43,2.0,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.8806,Automobile Engineer,0.8806
Siya Prasad,Male,Science(PCM),92,69,81,86,100,91,91,3.09,3.27,2.12,2.56,2.05,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Yashoda Issac,Female,Commerce,93,61,59,99,71,55,92,2.0,3.34,3.46,2.66,2.23,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.947,Economist,0.947
Anvi Ghose,Male,Science(PCM),61,62,75,97,57,100,93,3.03,1.95,2.9,2.67,3.46,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Kashvi Rajan,Female,Commerce,76,67,57,92,62,42,90,3.06,2.03,2.28,2.82,3.06,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Kiaan Andra,Female,Humanities/Arts,73,64,38,90,57,63,98,2.89,2.32,3.32,3.45,2.91,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9152,Historian,0.9152
Kabir Chawla,Female,Science(PCM),67,88,100,94,85,100,97,3.48,2.17,2.54,2.56,2.29,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9156,Automobile Engineer,0.9156
Anay Loke,Male,Science(PCM),81,84,100,54,100,72,77,3.91,3.51,1.76,3.4,2.12,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.8394,Automobile Engineer,0.8394
Gaurangi Barad,Male,Commerce,74,66,64,31,77,50,98,1.45,4.34,2.48,2.55,2.44,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.8919,Economist,0.8919
Zayyan Dalal,Male,Commerce,62,69,100,38,90,59,86,3.19,2.18,2.59,2.32,2.03,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9964,Economist,0.9964
Faqid Chaudhary,Male,Humanities/Arts,73,69,95,100,38,64,51,2.01,2.31,2.99,3.38,3.48,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9703,Historian,0.9703
Priya Ram,Male,Commerce,85,75,48,76,74,71,85,2.33,2.49,3.37,3.4,2.68,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Yamini Ratta,Female,Commerce,92,65,55,96,64,88,81,2.45,2.69,2.51,2.74,2.34,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Banjeet Karpe,Male,Science(PCM),64,89,100,65,97,62,94,3.09,3.26,2.84,2.02,2.11,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.8889,Automobile Engineer,0.8889
Amol Modi,Male,Commerce,66,96,100,55,35,65,48,2.72,3.0,3.1,2.53,2.02,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9971,Economist,0.9971
Eiravati Sethi,Male,Humanities/Arts,86,69,42,76,72,46,69,3.49,2.44,1.94,2.82,2.94,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.964,Historian,0.964
Farhan Sama,Female,Science(PCB),79,61,54,96,43,68,61,3.22,2.29,3.34,3.05,2.15,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Yashica Mander,Male,Humanities/Arts,68,94,36,90,56,43,46,3.75,4.37,3.68,3.65,2.86,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.8003,Historian,0.8003
Gautami Sharma,Male,Humanities/Arts,84,93,53,92,35,49,40,3.48,3.36,3.17,2.59,2.65,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9086,Historian,0.9086
Kritika Chaudhari,Female,Science(PCM),74,74,68,83,55,65,45,3.35,3.29,3.28,2.47,2.42,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Frado Goswami,Female,Science(PCB),85,69,62,68,98,61,59,2.8,2.93,2.3,2.91,2.74,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Gaurav Bedi,Female,Science(PCM),78,65,100,67,94,69,70,2.4,1.98,3.36,3.1,2.16,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Mohini Narang,Female,Humanities/Arts,88,61,41,46,36,69,67,3.18,3.01,2.87,2.65,3.23,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9908,Historian,0.9908
Qadim Nayak,Male,Commerce,81,78,86,41,81,30,33,3.15,2.75,2.2,3.31,3.36,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9846,Economist,0.9846
Kalpit Das,Male,Humanities/Arts,89,82,53,53,92,48,73,2.47,1.9,2.92,1.92,2.88,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Aditya Ghose,Male,Humanities/Arts,98,96,30,62,73,45,41,2.03,2.7,2.9,1.98,2.81,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Patrick Sule,Male,Humanities/Arts,85,79,57,51,44,67,72,3.18,3.45,2.72,2.33,3.13,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9728,Historian,0.9728
Aishani Nagi,Male,Science(PCM),65,69,89,57,50,35,73,2.74,2.74,2.84,3.14,2.03,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Meghana Lata,Male,Humanities/Arts,61,94,48,75,96,89,69,2.21,2.28,3.07,2.36,2.89,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Ekanta Sibal,Male,Commerce,77,96,100,73,68,98,34,2.4,2.62,3.18,2.32,2.89,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Sai Bhagat,Female,Science(PCM),62,90,100,75,50,47,87,2.94,1.96,3.13,2.29,3.02,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9702,Automobile Engineer,0.9702
Jalsa Ramachandran,Female,Commerce,97,80,100,61,36,78,73,2.15,2.95,2.46,3.14,2.09,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9627,Economist,0.9627
Ekiya Basak,Female,Science(PCB),86,94,100,67,83,31,81,2.74,2.64,2.79,3.15,3.15,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9481,Geneticist,0.9481
Hitesh Madan,Male,Humanities/Arts,83,61,31,100,31,89,70,2.82,3.34,3.31,4.03,1.82,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.8686,Historian,0.8686
Balhaar Tripathi,Male,Science(PCB),86,75,55,73,66,36,40,2.73,2.01,3.11,2.58,2.97,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Adya Bail,Female,Science(PCB),87,93,91,81,35,87,83,2.04,2.19,3.29,2.68,2.45,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9674,Geneticist,0.9674
Nisha Baral,Female,Science(PCB),95,76,58,47,32,31,56,2.07,3.44,2.08,1.96,2.5,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Amol Iyengar,Female,Science(PCM),71,86,100,74,87,63,62,2.87,2.57,2.04,3.17,2.41,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9332,Automobile Engineer,0.9332
Dalaja Sahota,Male,Science(PCB),81,65,40,50,76,58,51,2.05,2.74,3.05,2.32,2.54,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Pahal Kapoor,Female,Commerce,89,85,50,57,38,69,89,1.96,3.17,3.42,2.52,2.7,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Chakradev Mukherjee,Male,Science(PCM),63,74,69,36,100,86,79,3.11,1.98,3.29,2.43,2.78,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Chameli Mital,Female,Humanities/Arts,86,60,77,81,40,48,59,3.41,2.82,3.02,3.13,3.29,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9213,Historian,0.9213
Abdul D’Alia,Male,Science(PCB),86,64,86,77,39,86,73,1.97,2.98,3.26,2.37,2.76,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Ojas Rajagopal,Female,Commerce,90,63,80,45,44,79,96,2.89,2.87,3.24,2.89,2.7,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Janani Dugal,Female,Humanities/Arts,79,68,92,48,93,37,46,3.14,3.16,2.62,2.14,2.62,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9784,Historian,0.9784
Ryan Deo,Female,Humanities/Arts,67,78,98,69,90,34,33,3.49,2.06,2.94,2.76,2.45,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9511,Historian,0.9511
